unique_id,ablation_type,removed_feature,removed_rank,mae_full,mae_ablation,mae_delta,rmse_full,rmse_ablation,rmse_delta,dir_acc_full,dir_acc_ablation,dir_acc_delta
RUSSELL1000_return,top,lag_1,1,0.009288170840943912,0.009330490903810945,4.2320062867032965e-05,0.012380679118420283,0.012517789359324497,0.0001371102409042143,0.522140221402214,0.5369003690036901,0.014760147601476037
RUSSELL1000_return,random,lag_5,5,0.009288170840943912,0.009259483127190831,-2.8687713753080407e-05,0.012380679118420283,0.012332726341140238,-4.795277728004456e-05,0.522140221402214,0.5166051660516605,-0.005535055350553542
RUSSELL1000_return,bottom,mom_5,7,0.009288170840943912,0.009415025339331326,0.00012685449838741383,0.012380679118420283,0.012599207137377102,0.00021852801895681957,0.522140221402214,0.5018450184501845,-0.02029520295202958
TOPIX1000_return,top,mom_5,1,0.008300372823332068,0.008247035885813206,-5.3336937518862204e-05,0.010745266996951358,0.010706123670706762,-3.914332624459574e-05,0.49335863377609107,0.5218216318785579,0.02846299810246683
TOPIX1000_return,random,mom_21,5,0.008300372823332068,0.008251896857875095,-4.847596545697226e-05,0.010745266996951358,0.010649588946589605,-9.567805036175304e-05,0.49335863377609107,0.5123339658444023,0.0189753320683112
TOPIX1000_return,bottom,vol_5,7,0.008300372823332068,0.008270282082588693,-3.0090740743374603e-05,0.010745266996951358,0.010652290198887531,-9.297679806382665e-05,0.49335863377609107,0.48956356736242884,-0.003795066413662229
