index_name,series_id,unique_id,ds,y,lag_1,lag_2,lag_5,vol_5,vol_21,mom_5,mom_21
RUSSELL1000,return,RUSSELL1000_return,2014-10-23,0.0124632643,-0.0077435582,0.0202526473,0.0014864799,0.010723919591480764,0.011927812497996298,0.007187101939999994,-0.0012264222809523812
RUSSELL1000,return,RUSSELL1000_return,2014-10-24,0.0068815857,0.0124632643,-0.0077435582,0.0125916114,0.01038331165947924,0.012150190831202983,0.009382458819999995,-0.0009983874333333335
RUSSELL1000,return,RUSSELL1000_return,2014-10-27,-0.0016502586,0.0068815857,0.0124632643,0.0093483293,0.010255333630033642,0.011764954666741443,0.008240453679999996,8.582594285714274e-05
RUSSELL1000,return,RUSSELL1000_return,2014-10-28,0.0123273141,-0.0016502586,0.0068815857,0.0202526473,0.011102842938981249,0.011601890044054985,0.006040736099999995,-0.000406820661904762
RUSSELL1000,return,RUSSELL1000_return,2014-10-29,-0.0016788096,0.0123273141,-0.0016502586,-0.0077435582,0.008917299858112002,0.011916724265192013,0.004455669459999996,0.00029241122380952366
RUSSELL1000,return,RUSSELL1000_return,2014-10-30,0.0060132432,-0.0016788096,0.0123273141,0.0124632643,0.00706270822274937,0.011897740496874856,0.0056686191799999956,0.0003689404999999999
RUSSELL1000,return,RUSSELL1000_return,2014-10-31,0.0118899903,0.0060132432,-0.0016788096,0.0068815857,0.006024084966389052,0.011524512763517201,0.004378614959999996,0.0012920258
RUSSELL1000,return,RUSSELL1000_return,2014-11-03,0.0001429329,0.0118899903,0.0060132432,-0.0016502586,0.00689741749451746,0.011749841649977832,0.005380295879999996,0.0018446738428571428
RUSSELL1000,return,RUSSELL1000_return,2014-11-04,-0.0033878034,0.0001429329,0.0118899903,0.0123273141,0.006474095301885702,0.011558761557252039,0.005738934179999996,0.0013214644476190476
RUSSELL1000,return,RUSSELL1000_return,2014-11-05,0.005281373,-0.0033878034,0.0001429329,-0.0016788096,0.006287949689440865,0.01158636010638087,0.002595910679999996,0.0012421963238095236
RUSSELL1000,return,RUSSELL1000_return,2014-11-06,0.0045643319,0.005281373,-0.0033878034,0.0060132432,0.005860948968012472,0.010974039318737737,0.003987947199999996,0.002220607161904762
RUSSELL1000,return,RUSSELL1000_return,2014-11-07,0.0005679534,0.0045643319,0.005281373,0.0118899903,0.005770905861871046,0.010452813715331861,0.0036981649399999957,0.0016237041190476189
RUSSELL1000,return,RUSSELL1000_return,2014-11-10,0.0031641957,0.0005679534,0.0045643319,0.0001429329,0.003544994199915146,0.009110303345008092,0.0014337575599999957,0.0026430762523809524
RUSSELL1000,return,RUSSELL1000_return,2014-11-11,0.0007217609,0.0031641957,0.0005679534,-0.0033878034,0.003527411146361375,0.008423862777819348,0.002038010119999996,0.0033889872190476186
RUSSELL1000,return,RUSSELL1000_return,2014-11-12,-0.0001255787,0.0007217609,0.0031641957,0.005281373,0.0021613579926788385,0.007093017850543243,0.002859922979999996,0.004220987438095238
RUSSELL1000,return,RUSSELL1000_return,2014-11-13,0.0002248951,-0.0001255787,0.0007217609,0.0045643319,0.0019930283637447964,0.00714571923890001,0.0017785326399999961,0.004104345066666666
RUSSELL1000,return,RUSSELL1000_return,2014-11-14,0.0004496554,0.0002248951,-0.0001255787,0.0005679534,0.001301500862005755,0.006753941731361839,0.0009106452799999958,0.0044445666619047615
RUSSELL1000,return,RUSSELL1000_return,2014-11-17,0.0004093831,0.0004496554,0.0002248951,0.0031641957,0.0013103332626368924,0.006780385041410942,0.000886985679999996,0.004395194066666666
