unique_id,model,mean,std,min,max
RUSSELL1000_return,FEDformer,0.548840281855549,0.0453404725693321,0.5076923076923077,0.6030534351145038
RUSSELL1000_return,LastReturnBaseline,0.5143570170287728,0.021302758611180583,0.4846153846153846,0.5343511450381679
RUSSELL1000_return,TimeGPT,0.5143276570757487,0.04276682732078594,0.45384615384615384,0.549618320610687
RUSSELL1000_return,XGBoost,0.5316793893129771,0.05240214555085152,0.46153846153846156,0.5846153846153846
TOPIX1000_return,FEDformer,0.498,0.0420204928285136,0.456,0.536
TOPIX1000_return,LastReturnBaseline,0.494,0.011576885602942365,0.48,0.5080645161290323
TOPIX1000_return,TimeGPT,0.4999677419354839,0.022065993788161348,0.46774193548387094,0.5161290322580645
TOPIX1000_return,XGBoost,0.4918387096774194,0.04973669135431892,0.41935483870967744,0.528
